guest_id,segment_id,segment_name,length_of_stay,party_size,adr,is_family,is_couple,is_solo
79,1,Planned Leisure Couples,7.0,2.0,68.17849508967979,False,False,False
80,5,Last-Minute City Breakers,1.0,2.0,69.26908211735955,False,True,False
81,4,Luxury Families,1.0,2.0,138.475888745597,False,True,False
82,6,Last-Minute City Breakers,4.0,1.0,97.14612541383633,False,True,False
83,6,Last-Minute City Breakers,1.0,2.0,84.9086885756718,False,True,False
84,6,Last-Minute City Breakers,1.0,1.0,80.21692251962239,False,True,False
85,3,Premium Couples,4.0,1.0,120.13730159967109,True,True,False
86,3,Premium Couples,4.0,1.0,182.82951144080278,False,False,False
87,0,Budget Solo Travelers,1.0,1.0,73.79721836188936,False,False,True
88,1,Planned Leisure Couples,5.0,1.0,112.49042648920539,False,True,False
89,6,Last-Minute City Breakers,1.0,1.0,70.70033144226778,False,True,False
90,0,Budget Solo Travelers,2.0,1.0,85.84294492445173,False,False,True
91,4,Luxury Families,3.0,2.0,168.94358794948215,True,True,False
92,4,Luxury Families,5.0,2.0,174.21195317328875,True,True,False
93,5,Last-Minute City Breakers,1.0,2.0,87.38569561054128,False,False,False
94,1,Planned Leisure Couples,5.0,2.0,91.8133397359333,False,True,False
95,6,Last-Minute City Breakers,3.0,2.0,77.04147424170769,False,True,False
96,4,Luxury Families,5.0,3.0,221.73245552253707,True,False,False
97,3,Premium Couples,1.0,2.0,135.27912909841524,False,False,False
98,6,Last-Minute City Breakers,1.0,2.0,75.21343164799941,False,True,False
99,4,Luxury Families,3.0,3.0,137.61669267089627,False,True,False
100,4,Luxury Families,5.0,2.0,183.1043462763995,True,False,False
101,0,Budget Solo Travelers,1.0,1.0,71.46908589689647,False,False,True
102,1,Planned Leisure Couples,6.0,2.0,98.48025525855537,False,True,False
103,6,Last-Minute City Breakers,1.0,2.0,79.36215590526123,True,True,False
104,1,Planned Leisure Couples,4.0,2.0,87.11326049693861,False,True,False
105,1,Planned Leisure Couples,6.0,1.0,66.49023690563385,False,True,False
106,7,Extended Stay Guests,10.0,2.0,93.67679701085393,False,True,False
107,1,Planned Leisure Couples,5.0,1.0,94.68180948219992,False,True,False
108,5,Last-Minute City Breakers,1.0,2.0,80.66642156581098,False,True,False
109,1,Planned Leisure Couples,4.0,2.0,110.97910951126084,False,False,False
110,4,Luxury Families,3.0,2.0,250.64458695015497,False,True,False
111,7,Extended Stay Guests,12.0,1.0,134.0402545458029,False,True,False
112,2,Early Planners,2.0,2.0,95.96697709056293,False,True,False
113,6,Last-Minute City Breakers,3.0,2.0,63.119262816162895,False,True,False
114,6,Last-Minute City Breakers,2.0,2.0,87.40773643684823,False,True,False
115,5,Last-Minute City Breakers,2.0,1.0,111.25602577251773,False,True,False
116,1,Planned Leisure Couples,3.0,1.0,86.57755264209493,False,True,False
117,0,Budget Solo Travelers,1.0,1.0,70.00250653492238,False,False,True
118,0,Budget Solo Travelers,1.0,1.0,61.67804076643939,False,False,True
119,0,Budget Solo Travelers,4.0,1.0,78.16601051640667,False,False,True
120,4,Luxury Families,1.0,2.0,222.99798322245766,True,False,False
121,3,Premium Couples,2.0,2.0,146.58550898241103,False,True,False
122,6,Last-Minute City Breakers,1.0,2.0,71.047989243492,False,True,False
123,0,Budget Solo Travelers,2.0,1.0,51.96007676534501,False,False,True
124,2,Early Planners,2.0,2.0,95.77746567113208,False,True,True
125,7,Extended Stay Guests,13.0,2.0,100.2281661892585,False,True,False
126,5,Last-Minute City Breakers,1.0,2.0,69.9177559676744,False,True,False
127,5,Last-Minute City Breakers,1.0,2.0,136.78170051004022,False,True,False
128,1,Planned Leisure Couples,3.0,1.0,79.10764007569345,False,True,False
129,2,Early Planners,3.0,1.0,51.48924022690438,False,False,True
130,6,Last-Minute City Breakers,1.0,1.0,112.11980093410064,False,False,False
131,1,Planned Leisure Couples,4.0,1.0,68.10576252142396,False,True,False
132,1,Planned Leisure Couples,6.0,1.0,41.288484870613274,False,False,True
133,4,Luxury Families,4.0,3.0,206.75323343987955,True,True,False
134,3,Premium Couples,3.0,2.0,111.49669129593603,False,True,False
135,6,Last-Minute City Breakers,3.0,2.0,63.63963856590988,False,True,False
136,3,Premium Couples,2.0,2.0,156.3090567963015,False,False,False
137,1,Planned Leisure Couples,5.0,2.0,94.47237603893261,False,True,False
138,1,Planned Leisure Couples,8.0,1.0,85.19022410561651,False,True,False
139,4,Luxury Families,3.0,3.0,200.3746640207276,False,False,False
140,6,Last-Minute City Breakers,2.0,2.0,87.44092999428293,False,True,False
141,3,Premium Couples,2.0,1.0,117.56063269281927,False,True,False
142,0,Budget Solo Travelers,2.0,1.0,72.38014229891549,False,False,False
143,3,Premium Couples,2.0,2.0,117.72016106457171,False,True,False
144,5,Last-Minute City Breakers,1.0,1.0,94.50647957665471,False,True,False
145,0,Budget Solo Travelers,1.0,1.0,63.562167070588636,False,False,True
146,1,Planned Leisure Couples,2.0,1.0,78.79989628437121,False,True,False
147,0,Budget Solo Travelers,2.0,1.0,70.75014180065276,False,False,True
148,4,Luxury Families,4.0,3.0,232.73803568706936,True,False,False
149,4,Luxury Families,3.0,3.0,110.6338962869948,False,False,False
150,6,Last-Minute City Breakers,1.0,2.0,94.32117306073803,False,True,False
151,6,Last-Minute City Breakers,1.0,1.0,74.99514397620416,False,True,False
152,6,Last-Minute City Breakers,3.0,2.0,87.19278433443023,False,True,False
153,4,Luxury Families,1.0,2.0,202.98934714131207,False,False,False
154,6,Last-Minute City Breakers,1.0,2.0,87.60267526816966,False,True,False
155,2,Early Planners,1.0,2.0,85.9090631334472,False,True,True
156,4,Luxury Families,2.0,2.0,115.31585692465673,True,False,False
157,3,Premium Couples,1.0,1.0,75.1000961914588,False,True,False
158,5,Last-Minute City Breakers,1.0,1.0,96.84879649690977,False,False,True
159,1,Planned Leisure Couples,3.0,1.0,100.89991592614416,False,True,False
160,1,Planned Leisure Couples,4.0,1.0,81.77628106734258,False,False,False
161,3,Premium Couples,3.0,2.0,138.2325653557356,False,True,False
162,6,Last-Minute City Breakers,2.0,3.0,72.92414589274158,False,True,False
163,2,Early Planners,1.0,2.0,59.99696699773621,False,True,False
164,1,Planned Leisure Couples,8.0,2.0,96.21594126372884,False,True,False
165,1,Planned Leisure Couples,4.0,2.0,67.9631328583568,False,True,False
166,2,Early Planners,2.0,2.0,76.57729529304103,False,True,False
167,1,Planned Leisure Couples,6.0,1.0,111.64877970573428,False,True,False
168,2,Early Planners,2.0,2.0,76.168163983583,False,True,False
169,1,Planned Leisure Couples,4.0,2.0,97.06356282680204,False,True,False
170,1,Planned Leisure Couples,4.0,2.0,74.37109953983794,False,False,False
171,6,Last-Minute City Breakers,1.0,2.0,88.17175065437279,False,True,False
172,3,Premium Couples,2.0,2.0,81.17777605899244,False,True,False
173,6,Last-Minute City Breakers,2.0,3.0,110.9566928256015,False,True,False
174,1,Planned Leisure Couples,5.0,2.0,54.2773268991162,False,True,False
175,6,Last-Minute City Breakers,1.0,2.0,96.22385023115922,False,True,False
176,1,Planned Leisure Couples,5.0,1.0,85.67120369680927,False,True,False
177,3,Premium Couples,4.0,1.0,128.06907804349862,False,True,False
178,3,Premium Couples,2.0,2.0,75.04377889344161,False,True,False
179,3,Premium Couples,4.0,2.0,79.78110932649042,False,True,False
180,6,Last-Minute City Breakers,2.0,1.0,78.86833092633748,False,True,False
181,6,Last-Minute City Breakers,2.0,3.0,95.87882226191384,False,True,False
182,3,Premium Couples,1.0,1.0,130.56115607280103,False,False,False
183,0,Budget Solo Travelers,1.0,1.0,90.17045210481103,False,False,True
184,3,Premium Couples,2.0,2.0,117.14271085762563,False,True,False
185,1,Planned Leisure Couples,6.0,1.0,69.9550552053594,False,True,False
186,6,Last-Minute City Breakers,1.0,2.0,79.83092795280223,False,True,False
187,1,Planned Leisure Couples,4.0,2.0,84.54190385972719,False,True,False
188,2,Early Planners,2.0,2.0,111.8616565739716,False,True,True
189,1,Planned Leisure Couples,3.0,2.0,59.94649109386114,False,False,False
190,3,Premium Couples,2.0,2.0,105.14663027337127,False,True,False
191,3,Premium Couples,2.0,2.0,97.1529814966085,False,False,False
192,3,Premium Couples,2.0,1.0,70.77008992142788,False,True,False
193,1,Planned Leisure Couples,4.0,2.0,91.74999914335108,False,True,False
194,0,Budget Solo Travelers,2.0,1.0,63.911249382502454,False,False,True
195,3,Premium Couples,2.0,1.0,99.58249332074016,False,True,False
196,3,Premium Couples,3.0,2.0,103.84858132106416,False,True,False
197,7,Extended Stay Guests,6.0,1.0,90.6230856875982,False,True,False
198,6,Last-Minute City Breakers,1.0,1.0,72.6887423270817,False,True,False
199,1,Planned Leisure Couples,4.0,3.0,119.31902031556486,False,True,True
200,2,Early Planners,3.0,2.0,101.57689997083233,False,True,False
201,0,Budget Solo Travelers,2.0,1.0,76.86176216422875,False,False,True
202,1,Planned Leisure Couples,7.0,1.0,74.8564797680334,False,True,False
203,1,Planned Leisure Couples,5.0,1.0,75.4554488953491,False,True,False
204,0,Budget Solo Travelers,1.0,1.0,75.6009616361445,False,False,True
205,3,Premium Couples,4.0,1.0,148.64582629209187,False,True,True
206,0,Budget Solo Travelers,2.0,2.0,76.10242303717928,False,False,True
207,6,Last-Minute City Breakers,1.0,2.0,68.40965076080774,False,True,False
208,6,Last-Minute City Breakers,1.0,1.0,70.41226353560003,False,True,False
209,3,Premium Couples,3.0,1.0,149.42270914858648,False,True,False
210,6,Last-Minute City Breakers,3.0,2.0,94.63608805248016,False,True,False
211,6,Last-Minute City Breakers,1.0,2.0,81.44854660359141,False,True,False
212,4,Luxury Families,4.0,2.0,187.1237386245178,True,False,False
213,1,Planned Leisure Couples,6.0,2.0,71.22422740196505,False,False,False
214,3,Premium Couples,2.0,1.0,99.45173746178585,False,True,False
215,0,Budget Solo Travelers,2.0,1.0,75.92818770768807,False,False,True
216,3,Premium Couples,4.0,1.0,72.50262113765952,False,True,True
217,3,Premium Couples,2.0,2.0,94.16128673673708,False,True,False
218,0,Budget Solo Travelers,1.0,1.0,83.94073258271285,False,False,True
219,7,Extended Stay Guests,16.0,1.0,100.91912460103697,False,True,False
220,7,Extended Stay Guests,12.0,1.0,111.64289611551371,False,True,False
221,2,Early Planners,3.0,2.0,105.80172293713628,False,True,True
222,6,Last-Minute City Breakers,1.0,2.0,58.07523411153014,False,True,False
223,3,Premium Couples,3.0,1.0,149.93884155227266,False,False,False
224,7,Extended Stay Guests,10.0,1.0,85.11084354579103,False,True,False
225,6,Last-Minute City Breakers,1.0,2.0,87.89714404327117,False,True,False
226,1,Planned Leisure Couples,4.0,1.0,97.08614509594042,False,True,False
227,1,Planned Leisure Couples,3.0,2.0,71.5700340920832,False,True,False
228,2,Early Planners,3.0,2.0,52.35549288063271,False,False,False
229,4,Luxury Families,3.0,3.0,225.7366223584034,True,False,False
230,7,Extended Stay Guests,15.0,2.0,109.62466219465252,False,False,False
231,5,Last-Minute City Breakers,1.0,1.0,76.72575377972528,False,False,True
232,3,Premium Couples,6.0,1.0,154.2085161145045,True,True,False
233,1,Planned Leisure Couples,4.0,2.0,100.23281179567273,False,True,False
234,2,Early Planners,3.0,2.0,100.55794667026609,False,True,False
235,1,Planned Leisure Couples,7.0,2.0,84.52343985240945,False,True,False
236,6,Last-Minute City Breakers,2.0,2.0,69.09122471546152,False,True,False
237,4,Luxury Families,5.0,3.0,199.99637641458384,False,False,False
238,1,Planned Leisure Couples,6.0,2.0,64.62601961932518,False,True,False
239,5,Last-Minute City Breakers,1.0,1.0,116.21188640794207,False,False,False
240,1,Planned Leisure Couples,3.0,1.0,111.7687595876961,False,True,False
241,3,Premium Couples,3.0,2.0,114.99175792127518,False,True,False
242,3,Premium Couples,2.0,2.0,94.34784510471718,False,True,False
243,0,Budget Solo Travelers,2.0,1.0,66.58601106643721,False,False,True
244,1,Planned Leisure Couples,4.0,2.0,100.04285113760687,False,True,False
245,1,Planned Leisure Couples,2.0,1.0,90.69138125192828,False,False,False
246,1,Planned Leisure Couples,4.0,2.0,95.60998902341414,False,True,False
247,4,Luxury Families,3.0,2.0,225.73420655933765,True,False,False
248,6,Last-Minute City Breakers,1.0,2.0,81.98535032069913,False,True,False
249,3,Premium Couples,2.0,2.0,142.38464779684318,False,True,True
250,5,Last-Minute City Breakers,1.0,1.0,76.39247198840306,False,True,True
251,4,Luxury Families,4.0,3.0,82.553612287053,True,False,False
252,0,Budget Solo Travelers,2.0,1.0,67.75242875415121,False,False,True
253,1,Planned Leisure Couples,5.0,2.0,85.26194702558037,False,True,False
254,6,Last-Minute City Breakers,1.0,2.0,84.2141960619733,False,True,False
255,3,Premium Couples,1.0,2.0,112.63919247587509,False,True,False
256,7,Extended Stay Guests,10.0,1.0,111.87261441757681,False,True,False
257,3,Premium Couples,2.0,1.0,125.9035819992341,True,True,False
258,0,Budget Solo Travelers,1.0,1.0,69.05647621204447,False,False,True
259,4,Luxury Families,3.0,3.0,244.2459204463481,False,True,False
260,1,Planned Leisure Couples,5.0,2.0,96.05258410300347,False,True,False
261,0,Budget Solo Travelers,1.0,1.0,56.92618092337486,False,False,False
262,7,Extended Stay Guests,7.0,1.0,122.06873792783254,False,True,False
263,1,Planned Leisure Couples,8.0,1.0,86.97313544377182,False,True,False
264,0,Budget Solo Travelers,1.0,1.0,72.22672535674705,False,False,True
265,0,Budget Solo Travelers,1.0,1.0,63.80798090542025,False,False,True
266,5,Last-Minute City Breakers,1.0,2.0,99.57313820581209,False,False,True
267,0,Budget Solo Travelers,1.0,1.0,75.87548730872042,False,False,True
268,1,Planned Leisure Couples,3.0,2.0,97.80875044849958,False,False,False
269,4,Luxury Families,2.0,2.0,204.2262217893267,False,True,False
270,0,Budget Solo Travelers,2.0,1.0,71.29186103460403,False,False,True
271,6,Last-Minute City Breakers,2.0,1.0,76.37922752165743,False,True,False
272,7,Extended Stay Guests,10.0,3.0,118.07848037751583,False,False,False
273,3,Premium Couples,2.0,2.0,108.21328752017243,False,True,False
274,3,Premium Couples,4.0,1.0,99.12755493717583,False,True,False
275,3,Premium Couples,2.0,1.0,114.49367586413038,False,False,False
276,3,Premium Couples,2.0,1.0,127.78136050056,False,True,False
277,3,Premium Couples,3.0,1.0,123.10654496042886,False,True,False
278,1,Planned Leisure Couples,4.0,2.0,96.36842110837655,False,True,False
279,0,Budget Solo Travelers,1.0,1.0,51.01869951629904,False,False,True
280,3,Premium Couples,2.0,1.0,96.05985168811658,False,True,False
281,3,Premium Couples,3.0,2.0,104.2566642739158,True,False,False
282,0,Budget Solo Travelers,2.0,2.0,67.94860531998181,False,False,True
283,0,Budget Solo Travelers,1.0,1.0,79.09433842069036,False,False,True
284,5,Last-Minute City Breakers,1.0,1.0,96.41762620016301,False,True,False
285,1,Planned Leisure Couples,5.0,2.0,69.93522817431754,False,True,False
286,6,Last-Minute City Breakers,1.0,2.0,37.6024077161646,False,True,False
287,1,Planned Leisure Couples,7.0,1.0,112.5633133264529,False,True,False
288,6,Last-Minute City Breakers,1.0,1.0,64.25754977811337,False,True,False
289,1,Planned Leisure Couples,4.0,1.0,69.25349645365945,False,True,False
290,3,Premium Couples,2.0,2.0,141.20784108158296,False,True,False
291,4,Luxury Families,2.0,3.0,239.70820522425817,False,False,False
292,5,Last-Minute City Breakers,1.0,2.0,88.46751985140719,False,False,False
293,1,Planned Leisure Couples,4.0,1.0,90.84398625775876,False,True,False
294,3,Premium Couples,3.0,1.0,81.54690995213494,False,True,False
295,2,Early Planners,2.0,1.0,74.00237808726558,False,True,True
296,3,Premium Couples,2.0,2.0,102.11094326010074,False,True,True
297,4,Luxury Families,3.0,3.0,230.62262811057394,False,False,False
298,0,Budget Solo Travelers,3.0,1.0,72.43022373086261,False,False,True
299,3,Premium Couples,3.0,1.0,135.56984245068742,False,True,False
300,0,Budget Solo Travelers,2.0,1.0,59.161280760185534,False,False,True
301,4,Luxury Families,5.0,3.0,139.81184522053587,False,True,False
302,6,Last-Minute City Breakers,2.0,1.0,104.58771742704323,False,True,False
303,1,Planned Leisure Couples,4.0,2.0,72.18268715756048,False,True,False
304,6,Last-Minute City Breakers,2.0,1.0,76.18540549268322,False,False,False
305,1,Planned Leisure Couples,6.0,2.0,84.82911785272215,False,False,False
306,3,Premium Couples,2.0,2.0,113.69630581566133,False,True,False
307,4,Luxury Families,5.0,2.0,166.04747798483783,False,False,False
308,6,Last-Minute City Breakers,3.0,2.0,81.0528805660138,False,True,False
309,1,Planned Leisure Couples,3.0,1.0,55.22031554314876,False,True,False
310,3,Premium Couples,2.0,2.0,117.38323774031375,False,True,False
311,5,Last-Minute City Breakers,1.0,1.0,107.95245511265382,False,True,True
312,1,Planned Leisure Couples,5.0,1.0,79.16423657503762,True,True,True
313,0,Budget Solo Travelers,2.0,1.0,48.05392389706161,False,False,True
314,2,Early Planners,2.0,1.0,95.05651346603341,False,True,True
315,3,Premium Couples,1.0,1.0,95.22983362178599,False,True,False
316,1,Planned Leisure Couples,7.0,2.0,88.35441915460954,False,True,False
317,0,Budget Solo Travelers,3.0,1.0,79.1160647617215,False,False,True
318,1,Planned Leisure Couples,6.0,2.0,90.23445238683274,False,True,True
319,3,Premium Couples,2.0,1.0,97.47571865255722,False,True,False
320,4,Luxury Families,3.0,3.0,161.94142113615382,True,True,False
321,4,Luxury Families,2.0,4.0,113.31178861186797,True,True,False
322,5,Last-Minute City Breakers,1.0,1.0,91.25088008453476,False,False,False
323,6,Last-Minute City Breakers,1.0,1.0,72.35216487701605,False,True,False
324,1,Planned Leisure Couples,4.0,1.0,73.38696548879275,False,True,False
325,3,Premium Couples,1.0,1.0,109.99333342697616,False,False,False
326,5,Last-Minute City Breakers,1.0,1.0,102.03684249390777,False,False,False
327,2,Early Planners,3.0,1.0,84.5157563586161,False,False,False
328,7,Extended Stay Guests,14.0,2.0,88.79209815360225,False,False,False
329,3,Premium Couples,3.0,1.0,91.58483255336716,False,True,False
330,4,Luxury Families,7.0,4.0,130.35858804615748,False,False,False
331,4,Luxury Families,2.0,3.0,239.38810445532272,False,True,False
332,0,Budget Solo Travelers,1.0,1.0,75.42681160524293,False,False,True
333,1,Planned Leisure Couples,5.0,2.0,78.98904229896418,False,False,False
334,3,Premium Couples,3.0,1.0,110.84468553028799,False,True,False
335,6,Last-Minute City Breakers,1.0,1.0,84.1355369184909,True,True,False
336,0,Budget Solo Travelers,1.0,1.0,82.2926932724661,False,False,True
337,5,Last-Minute City Breakers,2.0,1.0,92.89661951660773,False,False,False
338,5,Last-Minute City Breakers,1.0,1.0,97.53579075331338,False,True,False
339,4,Luxury Families,3.0,3.0,210.80850382023664,True,False,False
340,1,Planned Leisure Couples,6.0,1.0,85.57648971777397,False,False,False
341,6,Last-Minute City Breakers,1.0,2.0,84.71748265867213,False,True,False
342,3,Premium Couples,4.0,2.0,129.45444271757535,False,True,False
343,0,Budget Solo Travelers,1.0,1.0,78.46610991682414,False,False,True
344,7,Extended Stay Guests,10.0,2.0,104.60888281168683,False,True,False
345,3,Premium Couples,4.0,2.0,137.617322736895,True,True,False
346,1,Planned Leisure Couples,4.0,2.0,114.6329101568578,False,True,False
347,5,Last-Minute City Breakers,2.0,1.0,64.31172375400851,False,False,False
348,3,Premium Couples,3.0,3.0,131.47520710225874,False,False,False
349,1,Planned Leisure Couples,6.0,2.0,74.24760624914211,False,True,False
350,1,Planned Leisure Couples,6.0,2.0,61.55598897308954,False,True,False
351,6,Last-Minute City Breakers,1.0,1.0,103.63371508838873,False,True,False
352,1,Planned Leisure Couples,4.0,1.0,61.86160597050472,False,True,True
353,1,Planned Leisure Couples,6.0,1.0,96.71790945214573,False,True,False
354,3,Premium Couples,2.0,2.0,124.67725259471123,False,True,False
355,6,Last-Minute City Breakers,1.0,3.0,85.25487941803695,False,True,False
356,0,Budget Solo Travelers,1.0,1.0,82.75354739497735,False,False,True
357,5,Last-Minute City Breakers,1.0,1.0,95.67250010093086,False,False,True
358,3,Premium Couples,4.0,1.0,83.42846340927781,False,True,False
359,2,Early Planners,2.0,1.0,81.37171870986955,False,True,False
360,2,Early Planners,1.0,1.0,113.01046187215985,False,True,False
361,1,Planned Leisure Couples,7.0,2.0,75.5167683325671,False,True,False
362,1,Planned Leisure Couples,5.0,1.0,81.86164885828802,False,True,True
363,7,Extended Stay Guests,14.0,1.0,97.96777327971904,False,True,False
364,6,Last-Minute City Breakers,4.0,2.0,65.93421861250017,False,True,False
365,6,Last-Minute City Breakers,3.0,1.0,85.47734544317971,False,False,False
366,1,Planned Leisure Couples,6.0,1.0,93.53729301083538,False,False,False
367,1,Planned Leisure Couples,5.0,2.0,107.20651113368886,False,False,False
368,1,Planned Leisure Couples,6.0,1.0,98.58955716758966,False,False,False
369,6,Last-Minute City Breakers,1.0,1.0,61.62621510479852,False,True,False
370,3,Premium Couples,2.0,2.0,138.62655128363542,False,True,False
371,6,Last-Minute City Breakers,3.0,2.0,62.3644079760828,True,True,False
372,6,Last-Minute City Breakers,1.0,2.0,79.68311459793888,False,True,False
373,4,Luxury Families,4.0,3.0,125.85840415323031,True,False,False
374,3,Premium Couples,2.0,2.0,131.53928562832033,False,True,False
375,1,Planned Leisure Couples,5.0,1.0,72.45070151135265,False,True,False
376,0,Budget Solo Travelers,2.0,1.0,77.0842925937498,False,False,True
377,0,Budget Solo Travelers,1.0,1.0,73.71729168402813,False,False,True
378,3,Premium Couples,2.0,1.0,115.06084954745582,False,True,False
379,2,Early Planners,1.0,2.0,98.043259065435,False,True,False
380,3,Premium Couples,3.0,1.0,139.81466750792697,False,True,False
381,6,Last-Minute City Breakers,2.0,2.0,71.50691272236443,False,True,False
382,0,Budget Solo Travelers,1.0,1.0,57.30968954611746,False,False,True
383,0,Budget Solo Travelers,3.0,1.0,105.19121985005413,False,False,True
384,4,Luxury Families,2.0,3.0,196.67743661013574,True,True,False
385,6,Last-Minute City Breakers,1.0,2.0,102.8250076916074,False,True,False
386,2,Early Planners,3.0,2.0,44.24830060719642,False,True,False
387,3,Premium Couples,1.0,2.0,151.57627709838877,False,True,False
388,6,Last-Minute City Breakers,1.0,1.0,59.04350252507837,False,True,False
389,6,Last-Minute City Breakers,2.0,2.0,36.25960046815198,False,True,False
390,4,Luxury Families,6.0,3.0,182.51983053954868,False,False,False
